StudentID,Name,Gender,Subject,Score
717,Student_0717,Male,Social Studies,60.0
718,Student_0718,Female,Mathematics,67.0
719,Student_0719,Female,Mathematics,73.0
720,Student_0720,Female,Mathematics,71.0
721,Student_0721,Female,Computer Science,79.0
722,Student_0722,Male,Computer Science,61.0
723,Student_0723,Female,English,76.0
724,Student_0724,Male,Science,64.0
725,Student_0725,Male,Social Studies,79.0
726,Student_0726,Male,Social Studies,77.0
727,Student_0727,Male,Social Studies,54.0
728,Student_0728,Male,English,84.0
729,Student_0729,Male,Computer Science,60.0
730,Student_0730,Female,English,80.0
731,Student_0731,Male,Social Studies,74.0
732,Student_0732,Male,Science,96.0
733,Student_0733,Male,Mathematics,65.0
734,Student_0734,Female,Computer Science,63.0
735,Student_0735,Female,Computer Science,68.0
736,Student_0736,Male,English,63.0
737,Student_0737,Female,Computer Science,80.0
738,Student_0738,Male,Social Studies,44.0
739,Student_0739,Male,Social Studies,52.0
740,Student_0740,Female,English,52.0
741,Student_0741,Male,Social Studies,82.0
742,Student_0742,Female,Science,94.0
743,Student_0743,Female,English,66.0
744,Student_0744,Male,Science,65.0
745,Student_0745,Male,Mathematics,69.0
746,Student_0746,Female,Science,85.0
747,Student_0747,Male,Mathematics,54.0
748,Student_0748,Male,Mathematics,72.0
749,Student_0749,Male,Science,83.0
750,Student_0750,Female,English,76.0
751,Student_0751,Female,Social Studies,71.0
752,Student_0752,Male,Social Studies,83.0
753,Student_0753,Female,Mathematics,27.0
754,Student_0754,Female,Mathematics,78.0
755,Student_0755,Female,English,58.0
756,Student_0756,Female,Computer Science,41.0
757,Student_0757,Female,Science,76.0
758,Student_0758,Male,Mathematics,89.0
759,Student_0759,Male,Social Studies,66.0
760,Student_0760,Male,English,82.0
761,Student_0761,Female,Science,
762,Student_0762,Female,English,88.0
763,Student_0763,Male,Science,93.0
764,Student_0764,Female,Science,
765,Student_0765,Male,Mathematics,69.0
766,Student_0766,Male,English,44.0
767,Student_0767,Male,English,64.0
768,Student_0768,Female,Social Studies,55.0
769,Student_0769,Female,Social Studies,100.0
770,Student_0770,Male,Mathematics,65.0
771,Student_0771,Male,Mathematics,70.0
772,Student_0772,Male,Computer Science,76.0
773,Student_0773,Male,Social Studies,69.0
774,Student_0774,Female,Science,93.0
775,Student_0775,Female,English,59.0
776,Student_0776,Male,Mathematics,71.0
777,Student_0777,Male,English,57.0
778,Student_0778,Female,English,48.0
779,Student_0779,Female,Computer Science,59.0
780,Student_0780,Male,Social Studies,67.0
781,Student_0781,Male,Mathematics,62.0
782,Student_0782,Male,English,58.0
783,Student_0783,Female,Mathematics,47.0
784,Student_0784,Female,Science,67.0
785,Student_0785,Female,Computer Science,45.0
786,Student_0786,Male,Science,79.0
787,Student_0787,Male,Mathematics,69.0
788,Student_0788,Female,Mathematics,46.0
789,Student_0789,Female,Social Studies,63.0
790,Student_0790,Male,English,57.0
791,Student_0791,Female,English,73.0
792,Student_0792,Female,Science,88.0
793,Student_0793,Male,Computer Science,40.0
794,Student_0794,Female,English,70.0
795,Student_0795,Male,Social Studies,66.0
796,Student_0796,Male,Science,78.0
797,Student_0797,Male,Science,71.0
798,Student_0798,Male,Social Studies,57.0
799,Student_0799,Male,Computer Science,63.0
800,Student_0800,Male,Social Studies,56.0
801,Student_0801,Male,Computer Science,84.0
802,Student_0802,Female,Social Studies,68.0
803,Student_0803,Male,Social Studies,97.0
804,Student_0804,Male,Mathematics,67.0
805,Student_0805,Female,Science,57.0
806,Student_0806,Female,Social Studies,45.0
807,Student_0807,Female,Social Studies,41.0
808,Student_0808,Male,English,
809,Student_0809,Female,Science,72.0
810,Student_0810,Male,English,76.0
811,Student_0811,Male,Science,44.0
812,Student_0812,Male,English,81.0
813,Student_0813,Male,Social Studies,61.0
814,Student_0814,Female,Social Studies,70.0
815,Student_0815,Female,Mathematics,92.0
816,Student_0816,Male,English,81.0
817,Student_0817,Male,Computer Science,64.0
818,Student_0818,Male,Mathematics,55.0
819,Student_0819,Female,English,36.0
820,Student_0820,Male,English,57.0
821,Student_0821,Male,Mathematics,65.0
822,Student_0822,Female,Social Studies,53.0
823,Student_0823,Female,English,66.0
824,Student_0824,Male,Social Studies,69.0
825,Student_0825,Female,Mathematics,65.0
826,Student_0826,Female,Social Studies,58.0
827,Student_0827,Male,Science,71.0
828,Student_0828,Female,Computer Science,75.0
829,Student_0829,Male,English,52.0
830,Student_0830,Female,Computer Science,89.0
831,Student_0831,Male,Social Studies,67.0
832,Student_0832,Male,English,68.0
833,Student_0833,Male,Social Studies,79.0
834,Student_0834,Female,Science,71.0
835,Student_0835,Male,Mathematics,82.0
836,Student_0836,Female,English,72.0
837,Student_0837,Male,Science,59.0
838,Student_0838,Male,Science,73.0
839,Student_0839,Female,English,51.0
840,Student_0840,Male,Social Studies,70.0
841,Student_0841,Male,Science,68.0
842,Student_0842,Female,Computer Science,65.0
843,Student_0843,Male,Science,66.0
844,Student_0844,Male,Social Studies,40.0
845,Student_0845,Male,Social Studies,60.0
846,Student_0846,Male,Computer Science,69.0
847,Student_0847,Female,Science,70.0
848,Student_0848,Female,Social Studies,53.0
849,Student_0849,Male,English,87.0
850,Student_0850,Female,Mathematics,55.0
851,Student_0851,Male,Mathematics,83.0
852,Student_0852,Female,Mathematics,74.0
853,Student_0853,Male,Science,58.0
854,Student_0854,Male,Computer Science,95.0
855,Student_0855,Male,Social Studies,50.0
856,Student_0856,Male,English,82.0
857,Student_0857,Male,English,83.0
858,Student_0858,Male,Science,58.0
859,Student_0859,Female,Mathematics,89.0
860,Student_0860,Male,Science,64.0
861,Student_0861,Female,Computer Science,72.0
862,Student_0862,Male,Computer Science,72.0
863,Student_0863,Female,Social Studies,66.0
864,Student_0864,Female,Social Studies,80.0
865,Student_0865,Female,Computer Science,80.0
866,Student_0866,Male,Computer Science,42.0
867,Student_0867,Male,Computer Science,88.0
868,Student_0868,Female,Science,43.0
869,Student_0869,Male,Computer Science,83.0
870,Student_0870,Female,English,85.0
871,Student_0871,Male,Mathematics,52.0
872,Student_0872,Female,Computer Science,62.0
873,Student_0873,Female,Mathematics,51.0
874,Student_0874,Male,Science,65.0
875,Student_0875,Female,Mathematics,63.0
876,Student_0876,Male,Science,80.0
877,Student_0877,Female,English,88.0
878,Student_0878,Female,Science,89.0
879,Student_0879,Male,Science,60.0
880,Student_0880,Male,Social Studies,65.0
881,Student_0881,Male,Computer Science,43.0
882,Student_0882,Female,Computer Science,56.0
883,Student_0883,Male,English,82.0
884,Student_0884,Female,English,92.0
885,Student_0885,Female,Computer Science,49.0
886,Student_0886,Male,Social Studies,59.0
887,Student_0887,Male,Computer Science,68.0
888,Student_0888,Female,Social Studies,72.0
889,Student_0889,Female,English,56.0
890,Student_0890,Male,Mathematics,74.0
891,Student_0891,Male,English,61.0
892,Student_0892,Male,English,68.0
893,Student_0893,Male,Science,76.0
894,Student_0894,Male,Science,68.0
895,Student_0895,Female,Science,61.0
896,Student_0896,Female,Science,66.0
897,Student_0897,Female,Social Studies,67.0
898,Student_0898,Female,Computer Science,62.0
899,Student_0899,Male,Mathematics,64.0
900,Student_0900,Male,English,92.0
901,Student_0901,Male,Social Studies,76.0
902,Student_0902,Female,Mathematics,64.0
903,Student_0903,Female,Social Studies,78.0
904,Student_0904,Male,Social Studies,63.0
905,Student_0905,Male,English,86.0
906,Student_0906,Female,Computer Science,74.0
907,Student_0907,Female,Science,66.0
908,Student_0908,Male,Computer Science,75.0
909,Student_0909,Male,English,44.0
910,Student_0910,Female,English,51.0
911,Student_0911,Male,English,50.0
912,Student_0912,Male,Mathematics,70.0
913,Student_0913,Male,Computer Science,94.0
914,Student_0914,Female,Computer Science,100.0
915,Student_0915,Female,Social Studies,78.0
916,Student_0916,Female,Social Studies,76.0
917,Student_0917,Female,Social Studies,41.0
918,Student_0918,Female,English,60.0
919,Student_0919,Female,Computer Science,56.0
920,Student_0920,Female,English,59.0
921,Student_0921,Male,Mathematics,65.0
922,Student_0922,Male,Social Studies,61.0
923,Student_0923,Male,English,38.0
924,Student_0924,Male,English,79.0
925,Student_0925,Male,Mathematics,52.0
926,Student_0926,Male,Science,72.0
927,Student_0927,Male,Computer Science,99.0
928,Student_0928,Female,Science,54.0
929,Student_0929,Female,Social Studies,30.0
930,Student_0930,Male,English,64.0
931,Student_0931,Male,Mathematics,85.0
932,Student_0932,Female,Mathematics,97.0
933,Student_0933,Male,Computer Science,50.0
934,Student_0934,Male,Science,75.0
935,Student_0935,Female,Computer Science,61.0
936,Student_0936,Male,English,66.0
937,Student_0937,Female,Computer Science,100.0
938,Student_0938,Male,Mathematics,45.0
939,Student_0939,Female,Mathematics,72.0
940,Student_0940,Female,Social Studies,75.0
941,Student_0941,Female,Social Studies,84.0
942,Student_0942,Male,English,69.0
943,Student_0943,Female,Science,73.0
944,Student_0944,Male,Computer Science,62.0
945,Student_0945,Male,English,72.0
946,Student_0946,Male,Social Studies,63.0
947,Student_0947,Male,Computer Science,77.0
948,Student_0948,Female,Social Studies,62.0
949,Student_0949,Female,Computer Science,74.0
950,Student_0950,Male,Science,68.0
951,Student_0951,Male,English,85.0
952,Student_0952,Female,Computer Science,67.0
953,Student_0953,Male,Mathematics,41.0
954,Student_0954,Female,Mathematics,87.0
955,Student_0955,Male,Computer Science,54.0
956,Student_0956,Male,Computer Science,58.0
957,Student_0957,Female,Computer Science,59.0
958,Student_0958,Male,Mathematics,89.0
959,Student_0959,Female,Mathematics,36.0
960,Student_0960,Male,Computer Science,100.0
961,Student_0961,Male,Social Studies,84.0
962,Student_0962,Male,Social Studies,71.0
963,Student_0963,Female,Science,67.0
964,Student_0964,Male,English,72.0
965,Student_0965,Male,Social Studies,76.0
966,Student_0966,Male,Mathematics,78.0
967,Student_0967,Male,Social Studies,76.0
968,Student_0968,Female,Science,69.0
969,Student_0969,Female,Science,65.0
970,Student_0970,Male,English,66.0
971,Student_0971,Female,Social Studies,65.0
972,Student_0972,Male,Mathematics,85.0
973,Student_0973,Male,Mathematics,77.0
974,Student_0974,Male,Computer Science,24.0
975,Student_0975,Female,Mathematics,78.0
976,Student_0976,Female,English,71.0
977,Student_0977,Female,English,68.0
978,Student_0978,Female,Mathematics,62.0
979,Student_0979,Female,Mathematics,85.0
980,Student_0980,Female,Computer Science,82.0
981,Student_0981,Female,Mathematics,56.0
982,Student_0982,Female,Computer Science,74.0
983,Student_0983,Female,Computer Science,53.0
984,Student_0984,Male,Mathematics,47.0
985,Student_0985,Female,Science,59.0
986,Student_0986,Female,Science,81.0
987,Student_0987,Female,Computer Science,82.0
988,Student_0988,Female,Mathematics,76.0
989,Student_0989,Female,Science,79.0
990,Student_0990,Female,Mathematics,76.0
991,Student_0991,Female,Mathematics,58.0
992,Student_0992,Female,Mathematics,74.0
993,Student_0993,Female,Social Studies,80.0
994,Student_0994,Female,Mathematics,79.0
995,Student_0995,Female,Social Studies,86.0
996,Student_0996,Male,Computer Science,79.0
997,Student_0997,Male,Science,73.0
998,Student_0998,Female,Science,84.0
999,Student_0999,Female,Science,68.0
1000,Student_1000,Male,Science,55.0
